"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","host","Different Voices","00:00:00.29"," From PRI, Public Radio International. From PRI, Public Radio International. From PRI, Public Radio International. Public Radio. Public Radio International."
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","host","Ira Glass","00:00:12.54"," What could be more horrible than the moment when you realize that everybody in the world can see some aspect of you, something about you, that you never even knew that you were revealing, that you didn't want to reveal? So Mubarak was at a track meet-- this is back in high school-- he was at this track meet, and he was setting up those runners' blocks you use in track."
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","subject","Mubarak","00:00:34.66"," And I was sort of pampering my blocks, moving the blocks back and forth ever so slightly, hair lengths, testing out how they felt and standing up and putting my hands on my hip and putting my finger on my cheek and looking at it as if I was in deep thought. And bending down and probably even dusting off the blocks."
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","subject","Mubarak","00:01:00.19","What I didn't know at the time was there was the whole group of track members from the opposing team who were standing, watching me, and laughing. They were like, this big sissy is what they're putting up for us to beat?"
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","host","Ira Glass","00:01:22.08"," Remember, please, high school. High school, where, in the hierarchy of put downs, the worst thing you could call a boy was ""sissy."" Mubarak won his match."
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","subject","Mubarak","00:01:35.66"," And the coach came up after I won, and he actually gave me this big hug. And he was like, ""That was great."" And I was like, ""Thanks."" But my time wasn't anything particularly better than before. So I kind of had this puzzled look in his face. And he's like, ""That was great the way you psyched those guys out by acting like a big sissy in front of your blocks and then showing them."" And as soon as he said that, it hit me, what had happened. And I was like-- I played along. ""Yeah, hey, good thing I thought of that."""
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","host","Ira Glass","00:02:17.71",""
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","host","Ira Glass","00:02:32.28","Act Two, Instructions for Sissies."
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","host","Ira Glass","00:02:35.16","Act Three, The Pansy Kings Sing Songs of Love."
"46","Sissies","1996-12-13","1","Act One. Anti-oedipus","host","Ira Glass","00:02:39.85","Act Four, syndicated columnist Dan Savage answers the question, who loves a sissy? He does. Stay with us."
"46","Sissies","1996-12-13","2","Act Two. Instructions For Sissies","host","Ira Glass","00:02:55.02"," Act One. Well, the tragedy of the story of Oedipus, if you remember this from school, is that a son kills his father and marries his mother and then, of course, rips out his eyes when he realizes what it is that he's done. And the thing about this story is that he does all these things unwittingly. He doesn't know that that's what he's doing with his mother and father when he does it."
"46","Sissies","1996-12-13","2","Act Two. Instructions For Sissies","host","Ira Glass","00:03:20.95","Well, the first story on today's program is also about a family that ends up getting ripped apart. It's also about a family where the son ends up with the mother, the father gone. And it's also a story where the tragedy of it is that it all happens without any of them really wanting it to happen this way. It's the ending they all wanted to avoid. Nancy Updike prepared this story of an American family and of what it means to be a man."
