"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:00:01.11","When I picked up the phone, it was my mom. And it had been about a month since we talked, which is not unusual and certainly my fault. Anyway, my mom said that she had been invited to speak with a group of women at the local Hadassah. My mom's a therapist in the Jewish suburbs outside Baltimore."
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:00:24.18","And these Hadassah women had this group that met regularly. All of them were women in their late 40s through early 60s. And when the group first started meeting, they apparently discussed all sorts of things. It was wide ranging. But as time progressed, they realized that there was only one topic that they wanted to talk about and felt like they needed to talk about all the time, that they felt traumatized enough to have to talk about. And that was their relationships with their adult children."
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:01:04.80","And at some point, this became the only thing that the group talked about, its official reason for being. And they had invited my mother to lead a discussion about how to get along with your adult children. So my mom is a big preparer. When she gets invited to talk on various psychological topics, she looks up articles, calls experts, talks to people. And as part of her preparation, my mom decided to call her own three adult children to see what advice they would give to the group about communicating with your children, about having a good relationship with your adult children."
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:01:46.91","So my Mom had already talked to my older sister Randy out in California by the time she called me here in Chicago. And she explained to Randy, ""It's a thing about communicating with your adult children and how to be close to your adult children."" And she asked my sister what advice she would give to the group."
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:02:06.95","Randy's advice was direct and to the point. She said, ""Tell them to get a different leader."""
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:02:25.12",""
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:02:41.85","Today, Act One, Me and My Mom."
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:02:45.84","Act Two, Sandra Tsing Loh and her father."
"22","Adult Children","1996-05-03","1","Prologue","host","Ira Glass","00:02:49.86","Act Three, Sandra Tsing Loh, Her Father, and His Mail-Order Chinese Wives. Stay with us."
"22","Adult Children","1996-05-03","2","Act One. Me and My Mom","host","Ira Glass","00:03:09.48","So in this conversation with my mom, I was in the unusual position of being able to look like the good child in the family for a change. My older sister, for a change, looked like the bad kid. And I was able to say to my mom, you know, ""Even if Randy thought that you weren't handling your relationships with us in the very best way, surely there was a way to express that that was a little less cruel."""
"22","Adult Children","1996-05-03","2","Act One. Me and My Mom","host","Ira Glass","00:03:34.00","And my mom asked me, OK, so what advice would I have for this group? And I suggested that in the families of a lot of my friends and I think in my family, I thought that one cause of a lot of tension is the fact that as a family, we don't have a story that we agree on about the past. The kids, my sisters and I, we have one version of what happened when we were children. And that version tends to be kind of dark, actually. Not completely, but there's a lot of darkness in it. And our parents have a completely different story."
