"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"27","The Cruelty of Children","1996-06-21","1","Prologue","host","Different Voices","00:00:00.16","From PRI, Public Radio International. From PRI, Public Radio. From PRI, Public Radio. Public Radio. Public Radio International."
"27","The Cruelty of Children","1996-06-21","1","Prologue","host","Ira Glass","00:00:12.59","I was talking to a first-grader about libraries, and I suddenly found myself talking about bullies. That's the thing about the idea of the bullies, the idea is so powerful that it can derail any conversation and pull it towards its own orbit. Here's how it happened. We were on a school bus. I was asking the first-grader what kinds of books he takes out from the library, and that was all it took. Suddenly he launches into this big thing."
"27","The Cruelty of Children","1996-06-21","1","Prologue","subject","First-grader","00:00:43.25","This kid in our class, he's a bully, and he takes out bully books. He takes out bully ones."
"27","The Cruelty of Children","1996-06-21","1","Prologue","interviewer","Ira Glass","00:00:50.74","Like what are the bully books?"
"27","The Cruelty of Children","1996-06-21","1","Prologue","subject","First-grader","00:00:52.35","They teach you how to be meaner, to push people around and stuff."
"27","The Cruelty of Children","1996-06-21","1","Prologue","interviewer","Ira Glass","00:00:57.82","There are books to teach you how to be mean?"
"27","The Cruelty of Children","1996-06-21","1","Prologue","subject","First-grader","00:01:00.12","Yeah. And nice. There's this one book that's called, bully, bully's are made for pushing around, and bullies make all the rules, and they be picking on nice kids."
"27","The Cruelty of Children","1996-06-21","1","Prologue","host","Ira Glass","00:01:23.17","As far as I was able to determine later, talking with parents and teachers and consulting with books in print, there is no book. There is no real book that corresponds to the book this first-grader thinks he saw the bully read. And you know, it's a shame. It was such a comforting thought. Why are people bullies? Why are they so mean? Why do they push you sometimes, and take your change, and say nasty things? Maybe they're just getting it from a book."
"27","The Cruelty of Children","1996-06-21","1","Prologue","interviewer","Ira Glass","00:01:55.07","I'm surprised. Are you sure that that's what the book was about? I can't believe somebody would write a book saying, here's how to be mean to other people."
"27","The Cruelty of Children","1996-06-21","1","Prologue","subject","First-grader","00:02:02.40","Well, maybe the person who wrote it was probably a bully himself."
"27","The Cruelty of Children","1996-06-21","1","Prologue","host","Ira Glass","00:02:12.84","Well, from WBEZ Chicago, it's This American Life. I'm Ira Glass. Back for another week documenting stories of these United States using all the tools of radio storytelling-- documentaries, monologues, overheard conversations, found tapes, anything we can think of."
"27","The Cruelty of Children","1996-06-21","1","Prologue","host","Ira Glass","00:02:28.26","And today we bring you three stories about the cruelty of children. Act one, writer David Sedaris explains why he made fun of sissy boys when he was one himself. Act two, children and a man trapped in a well. And act three, well, just stay with us and listen."
"27","The Cruelty of Children","1996-06-21","2","Act One. I Like Guys","host","Ira Glass","00:02:51.25",""
"27","The Cruelty of Children","1996-06-21","2","Act One. I Like Guys","subject","David Sedaris","00:03:19.40","These are things I'm working on for a new book, a collection of nonfiction stories. When asked if they're true, I prefer to answer that they're true enough. The only thing you'll need to know in terms of this first story is that during the seventh and eighth grade, I normally spent my summers working at Dorothea Dix, a state mental hospital, and that by law, every homosexual must at some point write a variation of this exact story-- ""I Like Guys."""
