"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"33","A Night at the Wiener Circle","1996-08-23","1","Prologue","host","Ira Glass","00:00:00.22","Hi. It's Ira, recording this in 2006. This episode of our show, Episode 33, is one that actually never was broadcast nationally. We did a local broadcast of it in Chicago and always intended to go back to it and make it into a national version and never did. In fact, we don't even have a master copy of it, a digital recording of it. And what you're about to hear is actually from a cassette we have of the show, which is the only copy we can find. Anyway, here we go."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:00:36.64","I don't remember when I first wandered into The Wieners Circle. I'm sure it was after midnight. I'm sure that, as always, the place was mobbed. I'm sure that, as always, people were screaming."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Customer 1","00:00:46.68","I need a veggie burger!"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Customer 2","00:00:49.17","Lady? Lady!"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Customer 3","00:00:51.12","Veggie burger, double cheeseburger and a fry."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Customer 4","00:00:53.72","Char burger!"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:00:55.32","The front of the hot dog stand is filled with a swarm of people. When I first went, it was a weird mix of cops-- there was a lot of cops there-- drunk yuppie 20-somethings, working class people who work in the neighborhood. But what really got to me was the staff. There's one of these windows you can look through, they ask for your order through. And they're in a space so small you could not park a car back there."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:01:18.83","And it's hot. You can tell it's hot. There are deep fryers and grills pouring off heat. There's hot grease everywhere. And they are constantly bumping into each other, getting into each other's way. And all of them, all of them are screaming nonstop. It's a kind of work environment that makes you wonder only one thing. Why don't these people want to kill each other?"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Employee 1","00:01:39.39","I don't know. What does he got?"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Customer 5","00:01:41.33","Stop being so miserable, you bastard."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Employee 1","00:01:42.74","I don't know. What in the [BLEEP] did you order? That's all I'm asking. $2.30. That's all. Very easy. Now we'll get along. Now you can talk to me. [BLEEP]"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:01:51.47","But if you watch the workers at The Wieners Circle a little while more, you realize something else. They actually seem kind of happy. They're getting along. They kind of love each other. They joke around."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:02:02.70","I thought, whoever manages this place really knows how to run a restaurant. I mean, they're taking a job that seems like one of the hardest, most grinding physically and psychologically, on your feet all day, yelling backwards and forwards, and somehow they have turned it into a job that the people there actually seem to kind of like."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Employee 2","00:02:24.51","I have more respect for this job than I can say almost any job that I've ever had. And I've had a lot of jobs."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Employee 3","00:02:31.32","You want to be here. It's like you're not working for money. You want to be here for real."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","interviewer","Ira Glass","00:02:35.61","Come on."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Employee 3","00:02:36.56","Yeah, I'm serious."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:02:45.82",""
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:03:32.16","Each week on our show, of course, we invite a variety of writers and performers. And this week, our contributors gave us stories about working in the lovely food service industry, about fast food places, about meat. Anyway, stay with us."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:03:53.79","So let us go back now. I guess an elegant sound transition would've been a good idea there, but whatever. Let us go back now in time to a Saturday night. It is time to meet our cast of characters. There are Larry and Barry, the owners of The Wieners Circle. Larry's a 50-year-old man in Spandex pants when he works Saturday nights. He lives in the high-rise across the street from The Wieners Circle. That's on Clark Street, by the way, between Fullerton and Diversey. Larry lives on the lowest floor so he can see in."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:04:25.14","Barry is 41. Shot up from 180 pounds to 300 since they bought The Wieners Circle, from eating the mistakes, he says. In the last two years, he's lost 100 of those pounds. And sitting on the picnic tables in front of the hot dog stand, they laugh about all the excuses that employees used to get out of work or show up late over the course of years. And they're talking about this when right at that moment, their night shift grill man walks up."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Barry Nemerow","00:04:53.67","Here comes one of our employees who was supposed to be in at 8:00. He's moseying in like nothing ever happened. You're about to hear one of the excuses. This is Tony. Tell him why you were supposed to be here at 8:00 and you're here at 10:00."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Tony","00:05:07.74","I'm sorry. But I got a flat tire, so--"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Barry Nemerow","00:05:11.57","See? That was one of the excuses. That's an old one. Thank you anyways, Tony."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Larry Gold","00:05:16.79","He doesn't even own a car."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Barry Nemerow","00:05:18.34","Yeah, so that was--"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Larry Gold","00:05:19.28","The bus."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Barry Nemerow","00:05:19.75","The bus had the flat tire, I think. As you can see, we're not uptight about it."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:05:26.70","These guys are like the Car Guys, you know? I don't know if you're getting much sense of this. When they first opened The Wieners Circle 15 years ago, this is the sort of thing, showing up late, that they would fire people for. But they realized over time that it takes so long to train somebody that it just was not worth it for them to hire somebody new who then would have exactly the same number of late days and excuses and all that. So they have mellowed. They have mellowed over the years. And they view that as basically their experience, they told me."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:05:56.48","On the Saturday night shift, there's also Vicky who is married to Barry, but refuses to work the same shift as Barry does. There's Noni on fries, Tony on the grill, Patricia and Freddie at the counter with Coffee. Coffee is a person, by the way. Coffee is a person whose real name is Pat, but she insists on Coffee because, as she will be the first to tell you--"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Coffee","00:06:17.23","Because I grind so fine."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Larry Gold","00:06:20.98","She's the backbone. Everybody asks for--"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Barry Nemerow","00:06:23.42","You'll see her at her best, though, after midnight."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Coffee","00:06:24.63","After midnight, baby. I'm good after midnight."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:06:26.85","It is Coffee who sticks her long tongue out at men, on request and not. It is Coffee who can get the last word with any customer. It is Coffee, by the way, who accidentally cursed out Laurence Fishburne this week in the restaurant, not realizing who he was. The night I was there, a guy walked in at one point early in the night and says to Coffee and Patricia, who are standing behind the counter, ""You work here?"" And, of course, it's Coffee who says--"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Customer 6","00:06:53.72","Do you work here?"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Coffee","00:06:54.44","[BLEEP] no. We're just standing back here for decoration. What the [BLEEP] you thought?"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Patricia","00:06:59.33","We just standing here because we like it."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Coffee","00:07:01.11","What the [BLEEP] are you having?"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:07:03.86","The guy sputters. Newcomers to The Wieners Circle late at night usually are not prepared for what they get. Regulars, on the other hand, come in all night and try to get the last word on Coffee and on everybody else. But especially on Coffee. Coffee's like-- you know those old Westerns where there's the gunslinger who's the top gun? That's Coffee. And that's the problem with being the top gun, if you remember your John Wayne movies. That's the problem with being the top gun. There's always somebody who thinks he's just a little quicker."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Coffee","00:07:32.22","Being top gun. And that's exactly what it is, being top gun. If they can score, if they can score on me, then that's the whole thing. I mean, I feel like when I'll be here, I'm as famous as Michael Jordan, Dennis Rodman. Don't [BLEEP] with her! Don't [BLEEP] with her. [BLEEP] you, midget."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:07:56.87","I have so much charming tape of them yelling at each other, like hours and hours of it. Coffee has four kids. The older ones have seen her cursing at The Wieners Circle and were shocked at first, she says. But then they understood that's just how she is at work. And she does have another job, she told me."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Coffee","00:08:15.48","I teach preschoolers, believe it or not."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:08:19.40","Over the course of a Saturday night these days, The Weiners Circle is mostly filled with yuppies, yuppie 20-somethings, seriously drunk. It is not an attractive sight. The women behind the counter call each other and themselves ""bitch"" mostly, as in--"
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Coffee","00:08:35.54","Tell the black bitch as many times as she needs to know."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:08:40.37","There are not many settings in our mostly segregated city of Chicago where you can see a room of mostly white jock-like boys screaming insults, yelling bitch at women, sometimes actually throwing money, literally throwing dollar bills at a group of mostly non-white women and men. Coming to The Wieners Circle drunk, they have license to talk and act like they talk and act nowhere else."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:09:07.09","But when I ask Coffee about it, she says that she doesn't see any big racial edge to what goes on at her job. She likes most of her customers. She truly likes them. And she says they don't go over the line. She tells me this story about a white South African who came in and misinterpreted the license that was happening inside The Wieners Circle."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","subject","Coffee","00:09:22.89","And he said to me, he said, ""You black ass nigger. You don't talk like that to me. Do you know who I am?"" And at first, when he first said it, OK, I was laughing it off. Because I always laugh it off. Like, if somebody say, ""Hey, you black bitch,"" I say, ""Thank you."" Or ""You a dirty--"" I say, ""Thank you."" So I thought he was playing at first, until he said something that one of the customers knew that he was actually being prejudiced about. And what happened was two of the other white guys that usually come in jumped onto him and started to fight him."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:10:12.19","When they take their breaks, The Wieners Circle staff seem to actually like each other. At one point, I was talking to Vicky and Coffee. And as Coffee was talking, Vicky gently reached over and wiped some mustard off of Coffee's cheek. Friday and Saturday nights from midnight until 4:00, working The Wieners Circle has the intensity of working in an emergency room. Except, of course, it's about hot dogs. And The Wieners Circle staff has bonded the way that emergency room staffs bond. And at dawn, after screaming at each other all night long, I mean, it sounds really corny to say it, but they are really affectionate with each other. They have no anger left over."
"33","A Night at the Wiener Circle","1996-08-23","2","Act One. ","host","Ira Glass","00:10:53.40","If you ask the customers why they come here, most of them say it is the food and the employees. Or as one man put it, very concisely I thought, ""It's dinner and a show."" And some of the staff view it as a show also. And they say that if they weren't putting on a show, this would just be another food service job. Freddy, for example, said that he has worked the days at The Wieners Circle. And during the day, there's none of this acting up. There's none of the screaming. It is a normal hot dog stand that you can take your kids to. And Freddy said it's hard to bear. The hours drag by. It is not much fun at all."
