"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:00:00.97","We're in Danielle's house. Ever since she was a girl, when holidays dinners come they serve a meal that will probably look familiar to you. Picture, please, a main course, big platter, drumsticks, white breast meat, golden brown skin, stuffing and gravy and cranberry relish on the side. And in Danielle's family, they have a name for this meal that she told me on the phone recently. The name for this meal is--"
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","subject","Danielle","00:00:26.79","Fish."
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:00:27.54","Got that?"
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","subject","Danielle","00:00:28.04","Fish."
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:00:31.58",""
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:01:41.88","Well, I'm Ira Glass. Coming up in this hour, Act One, Duki."
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:01:45.95","Act Two, Turkey."
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:01:47.36","Act Three, writer David Sedaris."
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:01:53.53","Act Four, South African Chicken Blood."
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:01:57.97","And of course, what poultry-positive program would be complete without--"
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","subject","Chickenman","00:02:09.13","Chickenman!"
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","subject","Women","00:02:09.61","He's everywhere! He's everywhere!"
"44","Poultry Slam 1996","1996-11-29","1","Act One. Duki. ","host","Ira Glass","00:02:13.43",""
"44","Poultry Slam 1996","1996-11-29","2","Act Five Preview. Chickenman","host","Ira Glass","00:02:46.15","Act One, Duki. So in Danielle's family, the power of poultry is so great in their lives that when they serve chicken or turkey, they call it--"
"44","Poultry Slam 1996","1996-11-29","2","Act Five Preview. Chickenman","subject","Danielle","00:02:55.51","Fish."
"44","Poultry Slam 1996","1996-11-29","2","Act Five Preview. Chickenman","host","Ira Glass","00:02:56.05","That's right. And they call it that for a reason. And the reason has to do with a stuffed hand puppet called Duki. Now Danielle is nearly 30 years old. Her sister, Ashley, is two years younger. And Duki has been in the family since they were children."
"44","Poultry Slam 1996","1996-11-29","2","Act Five Preview. Chickenman","subject","Danielle","00:03:12.00","Well, he was a Christmas present when Ashley was about 8, and I was about 10. And when he first arrived, he was really fluffy. And he was this beautiful, fluffy, white duck. And he had a cape on and black, villain slash hero goggles. He lost the outfit pretty quickly, and he went naked. And then he became Ashley's vehicle for torturing me."
"44","Poultry Slam 1996","1996-11-29","2","Act Five Preview. Chickenman","host","Ira Glass","00:03:52.95","Now, it's not unusual for older siblings to dominate younger ones. And as children, Danielle dominated Ashley. Ashley looked up to Danielle, fought to get her attention and her approval, and Danielle always, always got her way, except when Duki was around. Basically, Ashley would channel-- I mean the word is an anachronism in this context, but she would channel Duki. She should become Duki's voice. She would speak as Duki. And Duki was sarcastic. Duki was selfish and bossy. Duki would insult Danielle. Duki would tease Danielle. Duki would give her painful nose squeaks."
