"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Ira Glass","00:00:00.90",""
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Ira Glass","00:00:05.23","[MUSIC - ""BONANZA"" BY DAVID ROSE]"
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:00:11.99","No, that is definitely not good. All right. Let's try this."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:00:15.58","[MUSIC PLAYING]"
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:00:17.71","No, not that music. How about this one?"
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:00:20.09","[MUSIC PLAYING]"
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:00:21.46",""
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:01:01.52",""
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:01:20.64","And we would explain, ""No, no, we don't-- this isn't a radio drama show. It's 'playhouse' like Pee Wee Herman, 'playhouse' like Pee Wee Herman. It's a playhouse. It's a place where people play, but it's also a stage. It's a double meaning."""
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:01:35.47","It was when I decided that the name of this show should be ""American"" whatever that everyone who I work with decided not only was I wrong, but I was wrong in a profound way that indicated that we could never be friends. We could never truly understand or know each other. I was wrong in a way that was incomprehensible to the people who I work with every day."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:02:04.25","I'm not here, however, to talk about myself and our little radio show because I believe that we accidentally stumbled onto a broader, more fundamental truth about naming something. Naming a business, a restaurant, a person, a dog. Well, not a dog really. Because people don't care what you name your dog. It's true of naming everything except for naming a dog."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:02:24.78","People are unbelievably tolerant of naming a dog. You could name your dog ""Your Radio Playhouse,"" and nobody would think twice about it. And I would send you a free coffee mug or something just for proving me right."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:02:42.95","What I learned is that there's something about a name. Most creative acts that one does in one's life, there's enough content to them, they are longer than the length of a name. And so when people disagree with each other, they can discuss it. There's pros and cons. There are parts of it that you can dissect."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:03:00.88","But a name is so basic. It's so undivideable, even if it's got a lot of words in it, that all you get is this visceral, very binary response. Like it. Don't like it."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:03:25.29",""
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:03:42.58","And by the way, we have a very unusual show tonight, many unusual things coming up."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:03:47.20","In Act Three, David Isaacson with the beginning of this new project where we're having various, very unusual writers and performers give their take on our presidential campaigns."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:03:56.41","In Act Two, I don't even want to go into it. Just stay with us here because the show's going to change a lot."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:04:02.97","But anyway, we did settle on a new name. And to discuss the name and all the different names that led to the name, the pre-names, the discarded names, the-- oh, forget it. To discuss that, I called one of the grand old men of broadcasting. He's had the longest running talk show in the history of television. It's in New York. Joe Franklin."
"17","Name Change / No Theme","1996-03-21","1","Prologue","host","Unspecified","00:04:24.86","[SOUND OF A TELEPHONE RINGING]"
"17","Name Change / No Theme","1996-03-21","1","Prologue","subject","Joe Franklin","00:04:28.10","Hello?"
"17","Name Change / No Theme","1996-03-21","1","Prologue","interviewer","Ira Glass","00:04:28.70","Joe Franklin?"
"17","Name Change / No Theme","1996-03-21","1","Prologue","subject","Joe Franklin","00:04:29.49","Yeah."
"17","Name Change / No Theme","1996-03-21","1","Prologue","interviewer","Ira Glass","00:04:29.76","It's Ira Glass at the radio show in Chicago."
