"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"34","Democratic Convention","1996-08-30","1","Prologue","host","Ira Glass","00:00:00.89","Sure, the Democrats are doing great in the polls this week, but to consider where they are as a party, consider please the case of Joe Cabazuela, a middle class guy, used to vote Democratic, lives in San Diego, in a state that the Democrats have to take if they're going to take the White House. And let's begin with this fact about him. Although his parents emigrated from Mexico and eventually became citizens, he says that his entire family is in favor of proposition 187, the law that would deny public services to illegal aliens, no public schooling, no social services."
"34","Democratic Convention","1996-08-30","1","Prologue","subject","Joe","00:00:40.40","To me, I don't think they should get a free education. If they want an education, they want to come over here, let them pay for it. Me, as a Mexican-American, I cannot go over there and get it. Their government is not supplying the needs of the people over there. That's why they're coming over here, because this government's giving it away free. Charge them for it. That's the way I see it."
"34","Democratic Convention","1996-08-30","1","Prologue","host","Ira Glass","00:01:03.12","He says he voted Democratic most his life. And then, when George Bush ran for president, he just started seeing things differently. And although he, himself, had been on and off welfare a couple times, and although his daughter has been on welfare for five years herself, what the Republicans were saying, especially about welfare, made a lot of sense to him."
"34","Democratic Convention","1996-08-30","1","Prologue","subject","Joe","00:01:25.02","Because I could be on disability if I wanted to. Because of my legs I am disabled. I've had three surgeries. But I refuse to sit at home and watch TV and collect a monthly check. That's not me. I believe that that's what made this country great, is the fact that we can work."
"34","Democratic Convention","1996-08-30","1","Prologue","host","Ira Glass","00:01:45.82","The Republicans seem to share these middle class values. When I asked him if he liked any of the things that Democrats stood for, he paused a long, long time. And then finally he said--"
"34","Democratic Convention","1996-08-30","1","Prologue","subject","Joe","00:01:57.89","Well, what do they stand for? Women in the military. Gay rights."
"34","Democratic Convention","1996-08-30","1","Prologue","host","Ira Glass","00:02:08.45","It wasn't that he disagreed with them. It's that they seem to stand for nothing, which brings us to the topic at hand-- this week's Democratic National Convention. Delegates had been instructed that when they talked to the press, they were to talk about the three big themes-- three big themes, I should say, designed precisely to win over voters like Joe Cabazuela."
"34","Democratic Convention","1996-08-30","1","Prologue","subject","Ruth Horowitz","00:02:31.41","We have been told that we should be emphasizing the themes of opportunity, responsibility, and community."
"34","Democratic Convention","1996-08-30","1","Prologue","interviewer","Ira Glass","00:02:37.27","But these themes are so vague. It's so vague. Anything could be community, opportunity, and responsibility. I mean, those could be the Republican themes."
"34","Democratic Convention","1996-08-30","1","Prologue","subject","Ruth Horowitz","00:02:45.75","That's true. That's true."
"34","Democratic Convention","1996-08-30","1","Prologue","host","Ira Glass","00:02:47.16","In fact, this woman, Ruth Horowitz, told me that her delegation, which was from Vermont, had been playing this little game with the theme. The way that it worked is that you'd try to make up a sentence using all the three words, and then you'd try to work that sentence into everyday conversation."
"34","Democratic Convention","1996-08-30","1","Prologue","subject","Ruth Horowitz","00:03:02.70","So for example, if you're getting into the cab, you say something like, I feel it's my responsibility as a member of this community to give you the opportunity to get in first."
"34","Democratic Convention","1996-08-30","1","Prologue","host","Ira Glass","00:03:16.90","In a certain way, this was not that different from what people were trying to do in seriousness. Several people went through the motions for me of trying to express their beliefs in terms of the three big themes. But it always had the air of somebody fulfilling a ninth-grade essay topic. It never had the directness and conviction that the Republican delegates in San Diego had when they talked to me about their very concrete goals-- 50% tax cut, banning abortion, getting school vouchers, stuff like that. And it's hard to imagine Joe Cabazuela would have been satisfied with what he heard among the Democrats."
"34","Democratic Convention","1996-08-30","1","Prologue","host","Ira Glass","00:03:58.48",""
"34","Democratic Convention","1996-08-30","1","Prologue","host","Ira Glass","00:04:22.17",""
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","host","Ira Glass","00:05:29.31","Act One. Two days before the Republican Convention started, security was already very tight. Two days before the Democratic Convention, it was still possible just to breeze into the hall, walk into all the hidden corridors, go straight to the makeup room, to the speech writers' room, to the sign rooms, which are basically these big freezers filled with pre-printed signs for the pre-planned floor demonstrations. They said stuff like ""The Brady Bill,"" ""10 Million New Jobs,"" ""Protecting Education."""
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","host","Ira Glass","00:06:00.04","Late Saturday night, senator Barbara Boxer came into the mostly empty hall with a few aides, just to check it out. The wall of TV screens that's behind the podium had no images on them before she stepped on the dais. And then, as if activated by the mere presence of a United States senator, they filled with heartwarming black-and-white images of everyday Americans. Most of the other people in the hall to witness this were balloon wranglers."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","host","Ira Glass","00:06:30.24","One of the problems of trying to report on these conventions over a television and radio is that it's hard to convey the sheer size of what they're about, the hundreds of lavish parties each day, the millions of dollars of TV studios and offices bought and brought in just for this occasion, an Olympic village of these in trailers outside the hall, which all get torn down after four days. So to get a sense of the scale of this, let's just take one small aspect of it, and let's take the balloon drop. 150,000 balloons, in bags of 1,000 balloons each, they get hoisted slowly up to the ceiling of the United Center."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","host","Ira Glass","00:07:09.87","This is the second biggest balloon drop ever, according to Tanzi Lewis, who's one of the minority contractors who got the contract to do the drop."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","interviewer","Ira Glass","00:07:17.61","What's the next biggest job you've done to this job?"
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","subject","Tanzi Lewis","00:07:20.68","To be honest, my largest odd-job was at the Taste of Chicago this summer."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","interviewer","Ira Glass","00:07:27.51","How many balloons was that?"
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","subject","Tanzi Lewis","00:07:29.23","That consisted of only 1,000 balloons."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","interviewer","Ira Glass","00:07:32.57","So that's just the number of balloons in one of these bags."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","subject","Tanzi Lewis","00:07:35.49","That's correct."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","host","Ira Glass","00:07:36.57","It took 150 people four days and nights to fill the balloons. They did it at Malcolm X College, which is just two blocks from the convention site. One can only imagine what Malcolm X would have said about all this. Upstairs in the school, ""By Any Means Necessary"" is painted on the wall. Downstairs, 150 people were filling balloons to celebrate Bill Clinton, loading those into huge nets, each 40 feet long."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","host","Ira Glass","00:08:03.80","If you picture a bag that you could drive three pickup trucks into, you've pretty much got the idea of what one of these things look like. And 11 of them, filled with red, white, and blue balloons, lay on the floor of the gymnasium. The air was thick with the plastic, powdery smell of balloons. There's a sentence you don't get to say very often."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","subject","Tanzi Lewis","00:08:23.88","Take, twist, turn, in the net. Take, twist, not in the net."
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","interviewer","Ira Glass","00:08:31.92","What is that, athletic tape around your fingers?"
"34","Democratic Convention","1996-08-30","2","Act One. A Little Tour Inside the Message Machine","subject","Tanzi Lewis","00:08:34.09","Right, to keep it from burning, because after a while your fingers start to burn. You get, like, a blister."
