"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"16","Economy","1996-03-14","1","Act One. Presumptiveness","host","Ira Glass","00:00:01.15","Well, in this moment of our presidential election process, let us consider the plight of a group whose sad fate we do not usually consider, a group we do not usually count among society's victims. I refer to moderate Republicans, because they have seen the future. And the future has a name. And the future's name is Bob Dole, the man now invariably referred to as the presumptive nominee, except of course by himself. He always refers to himself as Bob Dole."
"16","Economy","1996-03-14","1","Act One. Presumptiveness","host","Ira Glass","00:00:41.06","And they are a pragmatic, roll up your sleeves, get the job done group, as a whole, the moderate Republicans are. And they will do what is necessary for victory in the fall to get the White House. But just last week, when we convened a small, unscientific panel of four Republicans, only one of the four was actually happy about the presumptive nominee."
"16","Economy","1996-03-14","1","Act One. Presumptiveness","host","Ira Glass","00:01:12.33",""
"16","Economy","1996-03-14","1","Act One. Presumptiveness","host","Ira Glass","00:01:24.06","And later on in our program, we hire two temp workers. And we put them to work doing a radio story about being temp workers. And these guys aren't office workers. These guys are part of the massive number of workers in our country right now who do temp work in factories and industrial settings."
"16","Economy","1996-03-14","1","Act One. Presumptiveness","host","Ira Glass","00:01:43.97","That will be Act Two. That means later. Because right now, we're on Act One, Presumptiveness."
"16","Economy","1996-03-14","1","Act One. Presumptiveness","host","Ira Glass","00:01:54.31","The Republicans we convened for our panel were these people, and gave very generously of their time, I should say, because the power went out in Navy Pier in the middle of our interviews. So these people not only-- we started our interview, then we had to take them out for drinks, and then we had to bring them back. So this is not just presumptiveness, but it's presumptiveness on the rocks. That's what this segment is."
"16","Economy","1996-03-14","1","Act One. Presumptiveness","host","Ira Glass","00:02:17.79","Our Republicans were [? Will Tinken, ?] a bonds trader, Diane Cohen, an attorney who is, I think it'd be more accurate to describe her as a libertarian than a moderate Republican, but still shared some views with these guys. [? Brian Castle, ?] a bonds trader and money manager and 43rd Ward Republican committeeman. And Dan Parisi, who owns a pizza restaurant out in the suburbs and also works as a telephone technician for Ameritech. And as of last Tuesday, this was Junior Tuesday, before Super Tuesday, before the New York primary, before Bob Dole was fully named the presumptive nominee, Will was the only one of the four people in our panel who would look you square in the eye and actually say he had a favorite candidate."
"16","Economy","1996-03-14","1","Act One. Presumptiveness","subject","Will Tinken","00:03:04.97","Dole. And the reason I like Dole is I just like the way he's held together in this past month. Talk about a trial by fire. His resume is impressive. He's got a unique perspective. And dare I say, I might be excited by Bob Dole."
"16","Economy","1996-03-14","1","Act One. Presumptiveness","interviewer","Ira Glass","00:03:27.15","Smiles all around, I should say for people in the radio audience. Everyone else at the table just had a little grin. And there was a sort of rolling of eyes from Diane. Diane?"
"16","Economy","1996-03-14","1","Act One. Presumptiveness","subject","Diane Cohen","00:03:35.24","I'm just in denial. I'm waiting for Jack Kemp to announce. So I'll pass on that."
