"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"6","Christmas","1995-12-22","1","Prologue","host","Ira Glass","00:00:00.83",""
"6","Christmas","1995-12-22","1","Prologue","subject","Calvin Bridges","00:00:04.89"," Hi. My name is Reverend Calvin Bridges. And I'm the minister of music of at the Faith Tabernacle Baptist Church. And the music that you will hear tonight is being provided by the Faith Tabernacle Voices and the Faith Tabernacle Youth Voices."
"6","Christmas","1995-12-22","1","Prologue","subject","Faith Tabernacle Baptist Church Choir","00:00:16.76"," [CHOIR SINGING]"
"6","Christmas","1995-12-22","1","Prologue","host","Ira Glass","00:01:54.84",""
"6","Christmas","1995-12-22","1","Prologue","host","Ira Glass","00:02:16.12","I'm Ira Glass. Also this evening, we have amazing new stories by Reginald Gibbons, and Beau O'Reilly, and others. We have the debut of a new radio theater company. How often do you really get to say those words in 1990? A new radio theater company created by writer David Sedaris, his sister Amy, a bunch of other people. They call themselves the Pine Tree Gang."
"6","Christmas","1995-12-22","1","Prologue","host","Ira Glass","00:02:53.61","You know, the thing about Christmas is, that a Christmas, people are like themselves but more so. You know the saying that you can tell a lot about a person in a crisis? You can tell a lot about a person at Christmas also. That is not because Christmas is a crisis. As one of the producers on this program, Nancy Updike, has suggested this week, it's because Christmas is the one day in the American year when, more than any other, we are, all of us, handed exactly the same stage props with which to manufacture a day. The same expectations, the same presents, the same tree, the same idea of the meal, all that is handed to all of us. And everybody is trying to fashion a day out of exactly the same materials. And when people do that, you could see exactly who chooses, what they choose, and why. At Christmas, the kind hearted have an event on which they can exercise their kind heartedness. The impatient have more reason to be impatient. The manipulative and controlling have a set of meals and gifts with which to manipulate others. Everybody is themselves but more so."
"6","Christmas","1995-12-22","1","Prologue","host","Ira Glass","00:04:17.99","Which brings us to our radio play. Writer David Sedaris had an odd experience in his life. Namely, one of the first, big, public things that he did in his life is, he went on to National Public Radio and told the story of how he had worked as an elf at Santa Land at Macy's Department Store for two Christmases."
"6","Christmas","1995-12-22","1","Prologue","host","Ira Glass","00:04:41.95",""
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Gene Larkin","00:05:38.88"," Last Christmas I decided to splurge and treat myself to a really extravagant present, something I'd always wanted, myself. Not who I wish I was, or what others wanted me to be. No. Just plain old me. No fancy extras, no cash return, no exchange, just myself, Gene Larkin, wrapped up in a bright, brown ribbon of self acceptance. Take it or leave it. Leaving it, saying, no to myself was a pattern as old as the checkerboard plaid I used to cover my windows. I decided to break my old pattern and set fire to my curtains, allowing both myself and others to start dealing with the real me. The me who asks, who says you can't drive to work in a go kart when you feel like it? The me who says, let's start cooking with grapes for a change."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Gene Larkin","00:06:31.19","I went through my life, removing all the barricades that said, no, you can't do that. Because me, I can do anything I want. One of the things I can do is type. And another is to think about myself and my needs. I just never had the time or the opportunity to really knuckle down and practice my craft. After they had fired me for parking my go kart in the boss's handicapped space, I found myself with a lot of extra time on my hands. And the opportunity, it came by way of the Center for Annex Learning, a former indoor skating facility the city fathers have turned into what they call a school without walls."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Gene Larkin","00:07:10.04","The classrooms are separated by curtains, but that's just for the sake of privacy. The real walls are in our minds. And the center is devoted to helping us tear them down brick by brick. I can't stand walls, not anymore. You should see what I've done with my house. I'm still working on it. But in the meantime, I dropped by the Center and signed up for a course called, ""Writing for the Holidays."" Because, as the teacher said,"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:07:35.53"," Chances are, if you've got a story to tell, you've got a story to sell. How many of you would like that [JINGLING BELLS] jingling sound to come from your pockets? Would you like that?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Irish Student","00:07:47.13"," I sure would love it."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Woman 1","00:07:48.58"," Love it."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:07:50.04"," If it sounds too good to be true, then think again. Picture all the magazines and newspapers in this country lying side by side on a football field. That's a lot, right? And every single one of them is searching for a Christmas story to run in that all-important holiday issue. Even the radio and TV are looking for things like that. Newsletters, websites, town criers, you name it. It's a way of making yourself some real money. A thought that united everyone in the class."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Woman 1","00:08:19.51"," How much money are we talking about? Can I get an advance? I want some boots."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Coach","00:08:24.30"," Can the money be spent on lodging?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:08:26.11"," The money can be spent on anything you want, lodging, boots, gas, even stamps."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Irish Student","00:08:31.52"," What about drink and games of chance?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:08:34.78"," That too. But first, you've got to sell your story. Which means you'll have to know your audience."
"6","Christmas","1995-12-22","1","Prologue","subject","Class","00:08:41.88"," [GRUMBLING AND COMPLAINING SOUNDS]"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:08:44.09",""
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Coach","00:08:56.91"," But can't you spend the holidays coaching midget league, and like cats, and chocolate? I do."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:09:03.32"," No. Of course, you can do both. But, the chances are, your one line, I like cats, won't be enough for an editor who's audience is made up of people who more than like cats. For these people, the cat or the chocolate, needs to be the focus of the whole, holiday story."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Woman 1","00:09:19.96"," What if the magazine is for people who love not liking anything?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:09:23.85"," Then give them my number right away."
"6","Christmas","1995-12-22","1","Prologue","subject","Class","00:09:25.92"," [LAUGHTER]"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:09:27.20"," No, seriously, the question's a good one. This young person seems to know what the magazine wants, and that's the first step. If you want to be published, you have to find a magazine and really stake it out. Study it under a good, strong lamp. The fine print, even the advertisements will give you an indication of who these people are and how the editors try to reach them. Yes?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Southern Student","00:09:49.89"," I once made a strong lamp out of a coconut husk my mother's brother's cousin Colonel Jeremy Hackford found on the beach at Topsoil Island. The husk was tattered and sunburnt, resembling the head of one of grandmother's servants. A moon-faced child by the name of--"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:10:06.80"," Great. So, I want each and every one of you to do that. Take a magazine and make it your own personal project. At the end of this course, I expect every single one of you to hold a contract in your hands. Let me rephrase that. If any of you don't want to publish a holiday story, I'm afraid I can't help you."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Woman 1","00:10:24.63"," I'd really love to be published, especially around the holidays. I'd take that money, the paper clutched tight, like a prize, like a ticket. And I'd use it to fly, like a soft prayer-carpet. I'd mount it and work our magic out of here, out of the window, and over the stained quilt of this life, this town, where every stitch is a fence, a barrier, a landscape, embroidered with no. A land sewn, not to comfort, but to smother. I'd take that carpet--"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Irish Student","00:10:54.66"," What if you'd really like to be published, but certain people think that your dead and it's better off to keep it that way?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Coach","00:11:01.60"," What if someone found a stray kitten in the locker room while coaching midget league and eating chocolate? Can I send it to three magazines?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Woman 1","00:11:07.92"," Is it all right to turn in a manuscript written in blood or semen?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:11:11.65"," Typed, double spaced, unless it's written for one of the many handwriting analysis or calligraphy magazines."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Woman 1","00:11:18.02"," Do 'zines count?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Irish Student","00:11:18.97"," Is justifiable political manslaughter acceptable in a Christmas story?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Gene Larkin","00:11:23.15"," It was a great class. Everyone was really into it. And the teacher, he had this way of firing us up and cracking the type of whip you knew wouldn't break the surface of your skin, no matter how close you got to the many barbed tips. Like a lot of us, I love to write but often have to wait for an office party or a rowdy Presbyterian funeral for the mood to hit me. The teacher though, he explained how those same feelings of jubilation or sorrow can be reproduced through drugs and alcohol or tossing a hard, cold body into a shallow grave."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Irish Student","00:11:54.11"," The grave part, it's like you reached in and pulled the thoughts out of my very heart."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Coach","00:11:59.82"," Or the whiff of a sneaker yanked off the foot of a husky 13-year-old with a sprained ankle and a 39-point game average?"
"6","Christmas","1995-12-22","1","Prologue","subject","Class","00:12:06.71"," [MURMURS OF DISAGREEMENT AND CONFUSION]"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:12:08.71"," People, people, what I'm trying to say, is that we're all people."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Gene Larkin","00:12:14.48"," He was so smart that way, always reminding us that we were all people, always taking us that one step further."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:12:22.03"," All right people, you've got your magazines. Now, let's start thinking about the stories. Christmas people, what does that bring to mind. Yvonne?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Woman 1","00:12:30.31"," Christmas. All right. Christmas, the holidays. A really small knapsack filled with nail polish. It's lying there on the futon. I see something. It's something corduroy crumbled up and next to the TV. And there's a hair brush, my hair brush, used to prop open the window. It's cold outside and raining. And I can hear my roommate crying in the next room."
"6","Christmas","1995-12-22","1","Prologue","subject","Class","00:12:55.87"," [LAUGHTER]"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Coach","00:12:56.86"," So it's minus 12 degrees outside, and I'm at an out-of-town game coaching the Lady Diamondbacks. Can you believe it? You couldn't find a sweeter, more talented group of girls. And every one of them was 100% drug free. I made sure of that baby."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Irish Student","00:13:13.71"," She turned to me on last time saying, don't do it Jerry Maguire. You were born for better things. Drink up now son. It's Christmas time, and we've got an early morning's Mass tomorrow. [CHOKING BACK TEARS] That was the last time I saw her."
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Teacher","00:13:32.03"," I like that, corduroy and the Lady Diamondbacks. What else?"
"6","Christmas","1995-12-22","1","Prologue","subject","Playing Southern Student","00:13:36.62"," The sky was cloudless, the color of a burnished silver platter on that day when daddy and I set out with our aging spaniel Curtis in search of, what we considered to be, the perfect Christmas tree. A magnificent--"
