"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"8","New Year","1996-01-03","1","Prologue","interviewer","Man","00:00:00.47"," What's the French electrical supply like over there?"
"8","New Year","1996-01-03","1","Prologue","subject","Paul Mccartney","00:00:03.76"," It's good actually. All the equipment's great."
"8","New Year","1996-01-03","1","Prologue","host","Ira Glass","00:00:07.33"," Well, now that we can look at 1995 from the safe vantage point of 1996-- we're no longer inside 1995-- I want to point out that at this point, no one in American life seems bigger than life. Not the president, not Michael Jordan, not Courtney or Madonna. And I believe that we witnessed a kind of turning point this past year, when a certain mythic pop group revealed that they're basically just a bunch of aging dullards without any particular magic to them at all."
"8","New Year","1996-01-03","1","Prologue","host","Ira Glass","00:00:57.17",""
"8","New Year","1996-01-03","1","Prologue","host","Ira Glass","00:01:28.40",""
"8","New Year","1996-01-03","1","Prologue","host","Ira Glass","00:01:50.35","In the interviews-- that's what I find so interesting-- the Fab Four basically come across as exhausted, irritated. They prattle on in a mundane way on obvious subjects. They are not especially charming or funny. And they are no more glamorous, really, than you or me. They are exactly human scale. They have been rendered in human scale and not one inch bigger."
"8","New Year","1996-01-03","1","Prologue","interviewer","Man","00:02:17.34"," Are you going to wear these Hong Kong suits that you've had made?"
"8","New Year","1996-01-03","1","Prologue","subject","John Lennon","00:02:20.27"," George and I haven't had any made. Paul's had one. That's all."
"8","New Year","1996-01-03","1","Prologue","interviewer","Man","00:02:23.57"," Now, Paul, you've bought a Chinese suit?"
"8","New Year","1996-01-03","1","Prologue","subject","Paul Mccartney","00:02:25.18"," Yes, it's true. Two, I got."
"8","New Year","1996-01-03","1","Prologue","interviewer","Man","00:02:26.50"," Did you? How much did you pay for them?"
"8","New Year","1996-01-03","1","Prologue","subject","Paul Mccartney","00:02:28.56"," It wasn't very dear. About 10 quid, I think. Yeah. Oh, it was great, actually, because somebody said, ""You've got to haggle and get the prices down."" So some little fellow was selling some ornaments. And he wanted $160 for them. No, he was selling a watch. That's it. He wanted 160 Hong Kong dollars for it. So I kept saying to him, ""No that's not right. Not right. $100, that's right."" You know?"
