"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Man 1","00:00:00.17","From PRI, Public Radio International."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Woman 1","00:00:02.80","From PRI, Public Radio International."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Man 2","00:00:04.46","From PRI, Public Radio International."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Woman 2","00:00:05.59","Public Radio--"
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Man 3","00:00:06.85","Public--"
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Interviewer","00:00:07.85","Radio International."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Man 3","00:00:08.62","--Radio International."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Interviewer","00:00:10.03","One more time."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","host","Ira Glass","00:00:12.76","It's not enough, some guys say, to have the right boots and the right 19th century authenticated gun and the right uniform made from the right fabric with the right buttons and no zippers, of course, because they had no zippers back during the Civil War. No, it is not enough."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","host","Ira Glass","00:00:27.84","But what is enough? Some guys come to Civil War reenactments and bring sodas and coolers and Band-Aids. There are guys who wear wristwatches and contact lenses. The thing about recreating the Civil War is that everyone draws the line somewhere else."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Reenactor 1","00:00:42.92","It's better if I walk in than if I drive in."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Reenactor 2","00:00:45.59","I don't wear no underwear."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Reenactor 3","00:00:47.73","I don't carry pears or bananas or anything like that. Where are they going to get bananas during the Civil War?"
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Reenactor 4","00:00:54.00","I eat raw meat."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Reenactor 5","00:00:55.54","We have people here who believe that their impression's more authentic than somebody else's because they have fleas."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Reenactor 6","00:01:03.36","A Chinese man came to me and wanted to join the unit. There were no Chinese in the 100th. My unit, I would prefer to have just plain old Caucasian males."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","host","Ira Glass","00:01:25.65",""
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Reenactor 7","00:02:11.95","A farb? A farb is someone who is not as authentic as you think of yourself. That's the easiest way I put it. A farb is anyone who would wear tennis shoes or would wear modern eye glasses or would wear cotton instead of wool. When I see someone in line and he's got modern glasses, that takes away from my event. It might not affect his event, but it takes away from mine."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","subject","Reenactor 8","00:02:44.04","I'm in this for fun. I'm not really in the Army. And so if I want to have an ice chest hidden in a wooden box that only I know is there, then I will do that. I draw the line at what the public sees and perceives."
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","host","Ira Glass","00:03:03.93","You know, it is hard to imagine people in other countries-- English and French citizens reenacting the Norman conquest or North and South Vietnamese recreating their bloody civil war. The question here is why do Americans devote so much emotional energy to restaging the past?"
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","host","Ira Glass","00:03:30.91",""
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","host","Ira Glass","00:04:05.62","The Italian writer Umberto Eco wrote an essay a few years ago in which he argued that this urge to create miniature simulated worlds is a particularly American impulse, a significant American aesthetic and one that is not talked about very often. Eco traveled the United States from Disneyland to Las Vegas to re-creations of old New York in museums. After a visit to the LBJ Library in Austin, Texas, where he saw a full, life-size re-creation of the Oval Office using the same materials as the original, Eco wrote, ""Is this the taste of America? Certainly it is not the taste of Frank Lloyd Wright, of the Seagram Building, of the skyscrapers of Mies van der Rohe. But the American imagination demands the real thing, and to attain it must fabricate the absolute fake."""
"38","Simulated Worlds","1996-10-11","1","Act One. Travels in Hyperreality","host","Ira Glass","00:04:53.01",""
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","host","Ira Glass","00:05:36.18","Act One, Travels in Hyperreality."
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","subject","Wax Museum Guide","00:05:40.63","Now, back to Jesus. The following description is alleged to be derived from an ancient manuscript sent by Publius Lentulus, president of Judea, to the Senate of Rome. It reads, ""There lives at this time in Judea a man of singular virtue whose name is Jesus."""
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","host","Ira Glass","00:05:58.32",""
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","host","Ira Glass","00:06:25.32","Eco was fascinated with American wax museums, partly because he said that unlike wax museum in other countries, he says, ""American wax museums try to reconstruct entire worlds with a kind of maniacal, chilling attention to detail."" This museum, for example, runs 85 different soundtracks in its different rooms. There are scenes of wax figures bathing waist deep in real pools of water. There's a full-scale reconstruction of King Tut's tomb. There are three-dimensional life-size wax versions of a dozen of the world's most famous paintings. A typical exhibit in the World Religion section of the museum, Moses receiving the Ten Commandments on a rocky slope, eerie red light with flashes of white lightning."
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","host","Ira Glass","00:07:07.10","[THUNDER]"
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","subject","Wax Museum Recording","00:07:12.99","I am the Lord your God who brought you out of the land of Egypt, out of the house of bondage. You shall have no other god before me."""
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","host","Ira Glass","00:07:24.64","Eco had a name for these over-the-top production values. He called it ""reconstructive neurosis."""
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","subject","Rodney Fong","00:07:34.94","My name is Rodney Fong. I'm actually the grandson of the gentleman who opened this museum in 1963. That's my grandfather Thomas Fong."
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","host","Ira Glass","00:07:42.56","Rodney's family owns the largest wax museum in North America, which is in Los Angeles, and the second largest, which is this museum at Fisherman's Wharf. His family owned three wax museums visited by Umberto Eco when Umberto Eco wrote his essay. Rodney himself is an easygoing, friendly sort who grew up working in the museum's shop after school, now 30 years old and the general manager of the place."
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","host","Ira Glass","00:08:04.04","And you might think that growing up in a wax museum would be kind of a fun thing for a kid. But he said that was not his experience."
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","subject","Rodney Fong","00:08:10.16","Actually, I was terrified to go into the museum because my father always used the museum as a threat. If we were not good, we'd have to spend a night in the Chamber of Horrors. So actually to this day, I still get the heebie jeebies walking through by myself."
"38","Simulated Worlds","1996-10-11","2","Act Two. Dinosaur Exhibit","host","Ira Glass","00:08:24.07","Rodney tells me we have to rush through the museum because there is so much to see. Over 300 statues, historical figures like Neil Armstrong and Geronimo, right next to fictional characters like Don Quixote and Alice in Wonderland. The juxtaposition is actually kind of dizzying. And Umberto Eco talks about this odd feeling you get in a place like this as ""a spatial, temporal haze, where centuries get confused."" One room, for example, depicts a dozen people at an outdoor cafe."
