"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"40","Lessons","1996-11-01","1","Act One. Ski Lesson","host","Different Voices","00:00:00.41","From PRI, Public Radio International. From PRI, Public Radio International. From PRI, Public Radio International. Public Radio. Public Radio International."
"40","Lessons","1996-11-01","1","Act One. Ski Lesson","host","Ira Glass","00:00:13.41","Here's the dream, expressed as concisely, I think, as anybody ever has expressed it. I hold in my hand a handwritten sign that was photocopied and pasted up around the San Francisco area. In big letters at the top it says, ""Play guitar for $5."" There are two underlines underneath that. Then, in smaller letters underneath, it says, ""I don't give guitar lessons. I give one lesson. In that lesson, I will teach you three chords for 5 bucks. Ever see those mindless junkies up on stage banging out that pre-adolescent bull, waving their hair around, getting free drinks and other favors? Know why they're better than you? Because they know three chords, and you don't. So for a quarter of what you'd spend getting drunk and watching their crappy band, I'll teach you all you need to know. If you're sick of talking and want to start rocking, give me a call and give me a five, and I'll show you how."" And then, underneath, the guy's name, Michael Dean, punk rock and roll fantasy camp, then his phone number, and the important words which follow, ""Call at noon only."" Underlined ""only."""
"40","Lessons","1996-11-01","1","Act One. Ski Lesson","host","Ira Glass","00:01:36.08",""
"40","Lessons","1996-11-01","1","Act One. Ski Lesson","host","Ira Glass","00:02:17.06","Well, we are back here on our program for another week documenting everyday life in these United States. Each week, as you know, we choose a theme, invite a variety of writers and performers and documentary producers to take a whack at that theme. Today's theme is Lessons. Act One, Ski Lessons. And in that act, we are pleased to bring you Spalding Gray, a man who is sometimes called the premier teller of monologues in America."
"40","Lessons","1996-11-01","1","Act One. Ski Lesson","host","Ira Glass","00:02:44.85","Act Two, Swimming Lesson. That'll be a story from our own Scott Carrier."
"40","Lessons","1996-11-01","1","Act One. Ski Lesson","host","Ira Glass","00:02:50.52","Act Three, How To Fire a Potato in a Graceful Arc 450 Feet in the Air, a lesson on that."
"40","Lessons","1996-11-01","1","Act One. Ski Lesson","host","Ira Glass","00:02:57.81","Act Four, we'll just get to Act Four when we do. Stick around and learn, OK?"
"40","Lessons","1996-11-01","2","Act Two. Swimming Lesson","host","Ira Glass","00:03:13.03",""
"40","Lessons","1996-11-01","2","Act Two. Swimming Lesson","host","Ira Glass","00:03:51.85",""
"40","Lessons","1996-11-01","2","Act Two. Swimming Lesson","host","Ira Glass","00:04:24.50","That transformation takes two parts. One, he leaves his long-term relationship-- this woman who he's just been with for years and years and years-- for another woman and has a baby with this other woman. And the other thing is, he learns to ski. We're going to play you a long excerpt of the skiing stories he tells. Spalding Gray tells the audience that he hates lessons and school of all types, does miserably in any kind of formal learning setting. But somehow, he gets it in his head that what he wants to do is he wants to ski. Skiers just seem glorious and athletic. And he and his longtime companion, Renee, decide to take a lesson."
"40","Lessons","1996-11-01","2","Act Two. Swimming Lesson","host","Spalding Gray","00:04:59.58","So there we are, standing there on a beautiful, clear, cloudless spring day. And our ski professor, the instructor, comes out and announces that he used to be a heart surgeon. Now he's retired and doing what he's always really wanted to do, ski instructing. ""And aren't you lucky to be here on one of the most beautiful slopes in America,"" so he says, ""standing on 150 inches of packed powder under a cloudless, blue sky, looking out over the edge of the Grand Canyon, the rim."" And so we were, and so it was spectacular."
"40","Lessons","1996-11-01","2","Act Two. Swimming Lesson","host","Spalding Gray","00:05:27.75","And we began to do the first moves, the snow plow. And we start down. It's a bit awkward, but I am staying balanced. The skis aren't splitting me too much, and Renee and everyone else in the class is doing fine. And we go into the turns for the traverse. And people are going right, left, and I find that for some reason-- I never have found out why-- I only could turn left. But I was doing that fine. I was doing these great traverses left, and snow plow down, and take the lift up, and left, and down and left. Hi, left, left."
"40","Lessons","1996-11-01","2","Act Two. Swimming Lesson","host","Spalding Gray","00:06:01.57","I couldn't come around right. I thought I had to think my way around into it. And Renee now has finished the lesson, is up on the porch saying, ""Let's get going. We're going to miss our plane."" I said, ""Renee, I don't think I can go. I have to turn right on skis. I'm going to do it like you. I've got to do it."" ""Spald, come, there'll be another time."" ""What if there isn't?"""
